ip,isp,city,countrycode,latitude,longitude
205.237.34.10,Commission scolaire Marguerite-Bourgeoys,Beaconsfield,CA,45.4334,-73.8659
200.118.177.76,Telmex Colombia S.A.,BogotÃ¡,CO,4.6492,-74.0628
173.163.88.34,Comcast Business Communications,State College,US,40.7849,-77.847
54.242.122.133,Amazon Technologies,Ashburn,US,39.018,-77.539
65.213.200.129,Verizon Business,Chesterfield,US,37.4087,-77.6083
71.94.129.202,Charter Communications,Rosemead,US,34.0616,-118.0818
74.32.140.126,Frontier Communications,Sherburne,US,42.6876,-75.4523
109.81.210.189,O2 Czech Republic,,CZ,50.0833,14.4167
109.200.27.213,Redstation Limited,London,GB,51.5144,-0.0941
71.62.9.173,Comcast Cable,Warrenton,US,38.7336,-77.7444
58.106.240.104,Optus,Dulwich Hill,AU,-33.9041,151.1395
79.117.252.54,RCS & RDS,PloieÅti,RO,44.95,26.0167
173.66.235.110,Verizon Fios,Vienna,US,38.9348,-77.2672
89.120.40.35,Telekom Romania Communication S.A,Bucharest,RO,44.4186,26.0622
178.24.227.163,Vodafone Kabel Deutschland,Waldkraiburg,DE,48.2058,12.41
83.110.229.204,Emirates,,AE,24,54
108.253.56.137,AT&T U-verse,Greenwood,US,39.5925,-86.1111
24.104.131.50,Comcast Telecommunications,San Jose,US,37.2972,-121.8868
27.145.120.156,True Internet,,TH,13.75,100.4667
24.4.145.168,Comcast Cable,Walnut Creek,US,37.9181,-122.0735
71.163.174.50,Verizon Fios,Upper Marlboro,US,38.8922,-76.7681
98.137.207.22,Yahoo!,Sunnyvale,US,37.4249,-122.0074
5.150.98.74,London Grid for Learning Trust,London,GB,51.5144,-0.0941
24.7.101.52,Comcast Cable,Berkeley,US,37.9073,-122.282
89.216.203.55,Serbia BroadBand-Srpske Kablovske mreze d.o.o.,Belgrade,RS,44.8186,20.4681
66.99.248.60,Illinois Century Network,Mundelein,US,42.2667,-88.0508
119.26.0.199,Jupiter Telecommunications Co.,Takatsuki,JP,34.85,135.6167
95.245.77.209,Telecom Italia,Milan,IT,45.4667,9.2
64.239.213.26,"Send Technologies, L.L.C.",Star City,US,33.9432,-91.8322
87.236.209.195,Aria Web Development LLC,Manchester,GB,53.5,-2.2167
108.4.65.218,Verizon Fios,Richmond,US,37.6273,-77.5437
85.246.133.231,Meo - Servicos De Comunicacoes E Multimedia S.A.,Vila Franca de Xira,PT,38.9552,-8.9897
193.63.72.178,Jisc Services Limited,Livingston,GB,55.9029,-3.5226
68.108.21.62,Cox Communications,Henderson,US,36.0078,-115.0401
217.218.168.100,Information Technology Company (ITC),,IR,35.6961,51.4231
210.55.213.129,Spark New Zealand,Christchurch,NZ,-43.5341,172.637
222.255.193.121,Vietnam Posts and Telecommunications Corp (VNPT),Ho Chi Minh City,VN,10.8142,106.6438
108.26.43.141,Verizon Internet Services,Utica,US,43.0744,-75.2117
107.206.161.254,AT&T U-verse,Los Angeles,US,34.1073,-118.3719
66.84.173.4,Windstream Communications,Indianapolis,US,39.793,-86.2853
216.18.218.41,WebNX,Los Angeles,US,34.053,-118.2642
104.34.98.220,Time Warner Cable,Northridge,US,34.281,-118.5577
147.99.19.109,Commissariat a l'Energie Atomique,Cazevieille,FR,43.7685,3.7877
70.167.59.47,Cox Communications,Pea Ridge,US,36.4517,-94.1231
193.24.32.52,IBM D Aviation Industry Services GmbH,,DE,51,9
46.173.3.163,Sprint PCS,Novorossiysk,RU,44.7239,37.7708
80.239.242.175,TeliaSonera AB,,,47,8
85.12.79.6,Jisc Services Limited,Swavesey,GB,52.3,0
85.12.79.4,Jisc Services Limited,Swavesey,GB,52.3,0
174.76.24.17,Cox Communications,Broken Arrow,US,36.0607,-95.8064
50.204.158.178,Comcast Cable,Brick Township,US,40.0457,-74.1121
207.242.7.194,AT&T Internet Services,Madison,US,32.5171,-90.1367
173.80.143.238,Suddenlink Communications,Nitro,US,38.4179,-81.818
72.28.199.40,Atlantic Broadband,Altoona,US,40.5536,-78.424
67.210.73.121,Windstream Communications,Brookfield,US,43.0606,-88.0981
71.84.73.98,Charter Communications,Riverside,US,33.9329,-117.4908
46.60.252.89,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
46.60.252.88,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
165.24.201.51,"California State University, Office of the Chancel",San Diego,US,32.8073,-117.1324
99.65.110.51,AT&T U-verse,,US,37.751,-97.822
63.135.17.66,EastLink,Timmins,CA,48.4669,-81.3331
46.60.252.83,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
46.60.252.82,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
46.60.252.81,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
46.60.252.80,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
46.60.252.87,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
46.60.252.86,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
46.60.252.85,South West Grid for Learning Trust,Bath,GB,51.3751,-2.3617
212.219.11.6,Jisc Services Limited,Southampton,GB,50.9171,-1.4248
69.127.82.228,Optimum Online,Bay Shore,US,40.7338,-73.2652
201.48.152.221,CTBC,Belo Horizonte,BR,-19.9167,-43.9333
216.11.35.223,Oakland Schools,Union Lake,US,42.6148,-83.4469
24.168.65.39,Time Warner Cable,Staten Island,US,40.53,-74.2206
73.233.234.239,Comcast Cable,Ridley Park,US,39.8751,-75.3214
31.54.54.18,BT,Colchester,GB,51.8892,0.9042
177.39.132.26,Capinzal Net Ltda ME,Capinzal,BR,-27.3333,-51.6
76.3.193.156,CenturyLink,Four Oaks,US,35.4059,-78.3739
94.121.27.100,Dogan Tv Digital Platform Isletmeciligi A.s.,EskiÅehir,TR,39.7339,30.5338
64.233.173.222,Google,,,35,105
184.72.238.58,Amazon.com,Ashburn,US,39.018,-77.539
68.151.147.35,Shaw Communications,Edmonton,CA,53.55,-113.5
72.225.158.128,Time Warner Cable,Englewood,US,40.8895,-73.9718
193.150.120.14,TTK Tula Ltd.,Tula,RU,54.2044,37.6111
23.20.241.200,Amazon.com,Ashburn,US,39.018,-77.539
62.28.158.124,Meo - Servicos De Comunicacoes E Multimedia S.A.,,PT,38.7139,-9.1394
83.244.229.222,Exponential-e,London,GB,51.5144,-0.0941
24.179.140.149,Charter Communications,Farmington,US,44.6272,-93.1168
76.79.215.18,Time Warner Cable,Los Angeles,US,34.0039,-118.4338
202.126.199.82,Vector Communications,Auckland,NZ,-36.8872,174.7709
14.192.210.44,Maxis Communications,Petaling Jaya,MY,3.1097,101.6171
14.34.42.250,Korea Telecom,Seoul,KR,37.5985,126.9783
92.68.248.145,KPN,,NL,52.3667,4.9
65.213.200.133,Verizon Business,Midlothian,US,37.4426,-77.672
24.191.51.60,Optimum Online,Shirley,US,40.7948,-72.8797
74.39.196.130,Frontier Communications,Brockport,US,43.2508,-77.9246
103.4.85.51,NetStrategy Pty Ltd,Arncliffe,AU,-33.9363,151.1482
65.213.200.132,Verizon Business,Midlothian,US,37.4426,-77.672
69.196.170.159,TekSavvy Solutions,Toronto,CA,43.6629,-79.3987
212.132.0.45,RM Education plc,Brierley Hill,GB,52.4817,-2.1214
65.65.220.86,AT&T Internet Services,,US,37.751,-97.822
64.121.195.109,RCN,Easton,US,40.691,-75.2793
203.26.219.193,BigAir Group,Bellevue Hill,AU,-33.8794,151.2506
175.42.91.215,China Unicom Liaoning,Putian,CN,24.9878,118.4983
31.207.231.58,Intersvyaz,Chelyabinsk,RU,55.1544,61.4297
24.23.226.41,Comcast Cable,Santa Maria,US,34.821,-120.4102
82.240.129.201,Free SAS,Montpellier,FR,43.6109,3.8772
14.139.196.2,NKN Core Network,Guwahati,IN,26.1833,91.7333
93.93.218.207,emPSN Services Limited,Hinckley,GB,52.5333,-1.3667
94.21.244.218,DIGI Tavkozlesi es Szolgaltato Kft.,Budapest,HU,47.5,19.0833
177.173.116.33,Vivo,ViamÃ£o,BR,-30.0833,-51.0333
163.150.228.198,San Bernardino County Superintendent of Schools,Upland,US,34.104,-117.6642
2.230.44.131,Fastweb,Milan,IT,45.4643,9.1895
54.242.244.206,Amazon Technologies,Ashburn,US,39.018,-77.539
23.22.238.188,Amazon.com,Ashburn,US,39.018,-77.539
84.199.96.227,Telenet N.V.,Brussels,BE,50.8466,4.3528
2.157.135.179,H3G Italy,,IT,42.8333,12.8333
173.74.241.254,Verizon Fios,Carrollton,US,33.0035,-96.9
67.87.17.62,Optimum Online,North Brunswick,US,40.436,-74.485
216.169.181.227,Windstream Communications,Altoona,US,40.5536,-78.424
173.174.246.214,Time Warner Cable,San Antonio,US,29.319,-98.3659
2.184.152.86,Information Technology Company (ITC),,IR,35.6961,51.4231
80.191.229.26,Information Technology Company (ITC),,IR,35.6961,51.4231
194.16.71.2,TeliaSonera AB,,SE,59.3294,18.0686
93.156.123.219,"Telecable de Asturias,SA",GijÃ³n,ES,43.5357,-5.6615
75.174.231.174,CenturyLink,Rapid City,US,44.1209,-103.1978
98.191.99.249,Cox Communications,Phoenix,US,33.4449,-112.0868
71.131.179.209,AT&T Internet Services,San Jose,US,37.2972,-121.8868
91.127.79.126,Slovak Telecom,Å½ilina,SK,49.2167,18.7333
68.106.235.47,Cox Communications,Gilbert,US,33.3462,-111.8153
108.243.78.87,AT&T U-verse,Tracy,US,37.6201,-121.4591
31.135.76.3,Intek-M LLC,BeloozÃ«rskiy,RU,55.531,38.4267
174.22.89.43,CenturyLink,Rapid City,US,44.026,-103.0755
162.235.134.68,AT&T U-verse,Houston,US,29.8557,-95.2961
71.77.53.46,Time Warner Cable,Wilson,US,35.68,-77.9126
78.43.48.215,Kabel BW,Villingen-Schwenningen,DE,48.0667,8.45
196.21.242.81,TENET-1,Grahamstown,ZA,-33.3,26.5333
174.93.63.62,Bell Canada,Mississauga,CA,43.606,-79.6708
203.217.159.235,Nagasaki Cable Media,Nagasaki,JP,32.7447,129.8736
86.21.41.77,Virgin Media,Northampton,GB,52.25,-0.8833
202.175.187.20,Companhia de Telecomunicacoes de Macau SARL,Macao,MO,22.2,113.55
186.18.24.74,Telecentro S.A. - Clientes Residenciales,Buenos Aires,AR,-34.6033,-58.3816
194.80.20.10,Jisc Services Limited,Gravesend,GB,51.4279,0.3868
75.23.228.47,AT&T U-verse,Laguna Niguel,US,33.5351,-117.7052
99.170.170.140,AT&T U-verse,Stockbridge,US,33.5547,-84.1872
72.14.199.61,Google,Mountain View,US,37.4192,-122.0574
202.63.40.75,Eftel Limited.,Eight Mile Plains,AU,-27.5833,153.1
50.82.124.63,Mediacom Cable,Bettendorf,US,41.5738,-90.4582
79.132.206.228,Morva System Company,,IR,35.6961,51.4231
212.219.240.212,Jisc Services Limited,Carnoustie,GB,56.5,-2.7167
62.245.124.77,"UPC Ceska Republica, s.r.o.",Lesna,CZ,48.9,15.8667
38.116.203.253,Cogent Communications,,US,37.751,-97.822
191.241.128.18,Info Ltda-me,Itaporanga d'Ajuda,BR,-10.9833,-37.3
173.195.62.130,Telecom Ottawa Limited,Ottawa,CA,45.3211,-75.7391
96.242.30.228,Verizon Fios,Bloomfield,US,40.8086,-74.1869
96.228.35.67,Verizon Fios,Richmond,US,37.5023,-77.5693
124.158.17.34,Somerville,Bondi,AU,-33.8917,151.2667
116.50.59.180,Forcepoint Cloud Limited,,IN,20,77
216.186.14.214,Washington State K-20 Telecommunications Network,Olympia,US,46.9445,-123.0493
83.213.62.84,Euskaltel S.A.,Vitoria-Gasteiz,ES,42.85,-2.6727
209.117.176.68,XO Communications,Chicago,US,41.9728,-87.6616
71.58.121.247,Comcast Cable,Harrisburg,US,40.3776,-76.7957
173.57.231.126,Verizon Fios,Justin,US,33.0945,-97.3118
66.102.6.213,Google,Mountain View,US,37.4192,-122.0574
87.117.38.91,Rostelecom,Rostov-on-Don,RU,47.2364,39.7139
121.52.151.130,PERN-Pakistan Education & Research Network is an,,PK,30,70
174.6.132.47,Shaw Communications,Richmond,CA,49.1205,-123.1171
85.26.241.171,PJSC MegaFon,Khabarovsk,RU,48.4808,135.0928
168.212.116.123,Washington State K-20 Telecommunications Network,Montesano,US,46.9812,-123.6027
78.133.163.190,T-Mobile Polska S.A.,Krakow,PL,50.0833,19.8
91.155.46.157,Elisa Oyj,Oulu,FI,65.0167,25.4667
94.78.75.225,Nethouse Bilgi Islem Merkezi,,TR,41.0136,28.955
209.108.211.122,Level 3 Communications,Grapevine,US,32.9234,-97.081
67.84.233.29,Optimum Online,Freehold Borough,US,40.2321,-74.2986
24.12.100.63,Comcast Cable,Indianapolis,US,39.9115,-86.0706
169.241.28.72,CenturyLink,Las Vegas,US,36.175,-115.1372
203.208.94.226,iiNet Limited,Torquay,AU,-38.3308,144.3264
85.185.163.85,Information Technology Company (ITC),Yazd,IR,31.8972,54.3675
173.13.117.165,Comcast Business Communications,Tewksbury,US,42.6105,-71.2306
12.97.199.130,AT&T Services,Carmel,US,39.9744,-86.0779
40.78.146.128,Microsoft Corporation,Des Moines,US,41.5921,-93.604
99.237.191.172,Rogers Cable,Richmond Hill,CA,43.8669,-79.4414
67.239.79.70,CenturyLink,Kerens,US,32.121,-96.1897
104.131.195.209,Digital Ocean,New York,US,40.7143,-74.006
124.82.63.210,TM Net,George Town,MY,5.4112,100.3354
213.133.214.2,Newtel Limited,Saint Helier,JE,49.1833,-2.1
202.49.22.41,REANNZ National Research and Education Network,Nelson,NZ,-41.2833,173.2833
111.95.101.2,Fastnet,Jakarta,ID,-6.1744,106.8294
67.208.235.40,Arialink,Okemos,US,42.7223,-84.4275
67.80.181.125,Optimum Online,Manhasset,US,40.7939,-73.6862
218.252.72.247,HK Cable TV,Central District,HK,22.2833,114.15
88.212.37.198,ANTIK Telecom s.r.o,KoÅ¡ice,SK,48.7759,21.2059
47.55.76.93,Bell Aliant,Fredericton,CA,45.8119,-66.6763
86.19.116.46,Virgin Media,Dagenham,GB,51.55,0.1667
221.113.61.40,Asahi Net,Niigata,JP,37.9022,139.0236
70.88.75.241,Comcast Business Communications,Peoria,US,40.7578,-89.6098
99.72.94.36,AT&T U-verse,Naperville,US,41.8032,-88.1341
24.91.243.104,Comcast Cable,Suncook,US,43.1756,-71.4104
78.154.134.106,Telia Latvija SIA,Riga,LV,56.95,24.1
68.197.194.170,Optimum Online,Bridgewater,US,40.5953,-74.6173
216.45.164.67,Comcast Telecommunications,Moorestown Township,US,39.9757,-74.9439
14.198.185.70,Hong Kong Broadband Network,Central District,HK,22.2833,114.15
207.161.88.98,MTS Allstream,Winnipeg,CA,49.8833,-97.1667
75.76.159.240,WideOpenWest,Prattville,US,32.5141,-86.5863
54.94.224.234,Amazon Technologies,SÃ£o Paulo,BR,-23.5475,-46.6361
170.185.83.19,AT&T WorldNet,Lexington,US,38.0159,-84.4847
188.122.127.230,Mobin Net Communication Company (Private Joint Sto,,IR,35.6961,51.4231
23.22.83.182,Amazon.com,Ashburn,US,39.018,-77.539
84.135.246.80,Deutsche Telekom AG,Wuppertal,DE,51.2424,7.06
65.23.53.2,Windstream Communications,Chickasha,US,35.0583,-97.9347
184.57.132.148,Time Warner Cable,Cincinnati,US,39.2601,-84.4891
207.62.231.202,"California State University, Office of the Chancel",Long Beach,US,33.767,-118.1892
99.129.224.132,AT&T U-verse,West Bend,US,43.4754,-88.2025
207.62.231.207,"California State University, Office of the Chancel",Long Beach,US,33.767,-118.1892
209.68.140.178,Santa Clara County Office of Education,Milpitas,US,37.4404,-121.8705
167.206.216.66,Optimum Online,Hauppauge,US,40.8191,-73.2102
203.173.203.165,Vodafone New Zealand Broadband,Auckland,NZ,-36.85,174.765
186.176.217.54,Millicom Cable Costa Rica S.A.,San JosÃ©,CR,9.9333,-84.0833
192.44.63.165,Credit Agricole S.A.,Paris,FR,48.8667,2.3333
210.143.243.14,Ntt Business Solutions Corporation,Fuku,JP,36.0653,136.2219
98.117.16.183,Verizon Fios,Hummelstown,US,40.3084,-76.6954
64.251.52.163,State of Connecticut,Norwalk,US,41.1396,-73.4056
50.87.144.148,Unified Layer,Alpine,US,40.5037,-111.7075
173.165.181.245,Comcast Business Communications,Alpharetta,US,34.133,-84.3005
205.222.248.231,Montgomery County Public Schools,Rockville,US,39.0892,-77.1835
38.100.146.51,Cogent Communications,Houston,US,29.7482,-95.4909
81.60.138.167,Vodafone Ono,Madrid,ES,40.4165,-3.7026
72.27.50.94,Cable and Wireless Jamaica,Kingston,JM,18,-76.8
205.250.146.126,Telus Communications,Burnaby,CA,49.274,-123.0074
181.53.10.250,Telmex Colombia S.A.,BogotÃ¡,CO,4.6492,-74.0628
178.141.53.202,MTS PJSC,Kirov,RU,58.5966,49.6601
95.94.144.136,"Nos Comunicacoes, S.A.",Amadora,PT,38.7604,-9.23
194.218.19.104,TeliaSonera AB,Solna,SE,59.3667,18.0167
204.186.81.90,PenTeleData,Andover,US,40.9677,-74.7509
86.185.151.102,BT,Radlett,GB,51.6859,-0.3187
184.72.139.50,Amazon.com,Ashburn,US,39.018,-77.539
65.42.69.130,AT&T Internet Services,Chicago,US,41.9463,-87.8127
96.47.225.178,QuadraNet,Los Angeles,US,34.0438,-118.2512
98.215.42.141,Comcast Cable,Bloomington,US,40.4734,-88.9915
71.236.22.73,Comcast Cable,Winder,US,33.9926,-83.7202
169.204.230.202,Washington State K-20 Telecommunications Network,Anacortes,US,48.4648,-122.6092
23.23.33.150,Amazon.com,Ashburn,US,39.018,-77.539
98.137.207.112,Yahoo!,Sunnyvale,US,37.4249,-122.0074
69.250.157.220,Comcast Cable,Churchville,US,39.5674,-76.2356
108.11.173.133,Verizon Internet Services,Virginia Beach,US,36.7849,-76.0839
165.166.14.123,Spirit Telecom,Rock Hill,US,34.8889,-81.0237
69.62.130.202,Consolidated Communications,Sacramento,US,38.6164,-121.4962
98.137.207.114,Yahoo!,Sunnyvale,US,37.4249,-122.0074
87.49.181.110,Tele Danmark,Copenhagen,DK,55.6759,12.5655
67.183.26.21,Comcast Cable,Lake Stevens,US,48.0431,-122.059
109.150.74.30,BT,Lincoln,GB,53.2558,-0.5077
98.81.47.155,AT&T Internet Services,Courtland,US,34.669,-87.3095
138.75.132.35,MobileOne,Singapore,SG,1.2931,103.8558
200.230.37.144,Embratel,Osasco,BR,-23.5667,-46.7833
182.255.119.54,Australian Academic and Reasearch Network (AARNet),Castle Hill,AU,-33.7333,151
186.81.86.249,Telmex Colombia S.A.,Bello,CO,6.3373,-75.558
200.230.37.141,Embratel,Osasco,BR,-23.5667,-46.7833
200.230.37.143,Embratel,Osasco,BR,-23.5667,-46.7833
84.84.35.223,KPN,Amsterdam,NL,52.35,4.9167
152.26.18.253,Buncombe County Schools,Asheville,US,35.5683,-82.6272
69.153.137.8,AT&T Internet Services,Houston,US,29.7523,-95.367
198.172.153.34,NTT America,Pittsburgh,US,40.4596,-79.8358
79.226.84.87,Deutsche Telekom AG,Brandenburg,DE,52.4167,12.55
180.149.49.231,NKN Core Network,Roorkee,IN,29.8667,77.8833
82.222.85.22,Tellcom Iletisim Hizmetleri A.s.,Istanbul,TR,41.0186,28.9647
85.96.116.54,Turk Telekom,Malatya,TR,38.3502,38.3167
37.59.164.170,OVH SAS,,FR,48.86,2.35
76.169.23.145,Time Warner Cable,Buena Park,US,33.8417,-118.0076
150.199.179.92,Central Methodist University,Columbia,US,38.8817,-92.402
149.136.17.253,Department of Transportation,Sacramento,US,38.5568,-121.4963
68.186.36.226,Charter Communications,Arroyo Grande,US,35.1665,-120.4376
71.172.62.132,Verizon Fios,Clifton,US,40.8769,-74.1433
24.119.3.104,Cable One,Boise,US,43.5952,-116.1954
107.204.166.172,AT&T U-verse,Fort Worth,US,32.8351,-97.4318
96.5.29.7,Education Networks of America,McMinnville,US,35.6525,-85.7284
12.54.209.2,AT&T Services,Fort Lauderdale,US,26.1829,-80.2238
137.122.64.63,University of Ottawa,Ottawa,CA,45.4289,-75.6844
95.44.137.126,Eircom,Arklow,IE,52.7931,-6.1414
68.13.49.203,Cox Communications,Omaha,US,41.2993,-96.1666
64.201.175.217,TeraGo Networks,Vaughan,CA,43.8478,-79.589
209.191.87.219,Yahoo!,Sunnyvale,US,37.4249,-122.0074
208.87.233.180,SurfControl,,US,37.751,-97.822
99.170.113.161,AT&T U-verse,Port Orange,US,29.1099,-80.973
112.198.64.18,Globe Telecom,Makati City,PH,14.4595,121.1575
98.242.108.115,Comcast Cable,Acworth,US,34.0264,-84.6998
64.8.139.68,State of Minnesota,Delano,US,45.0367,-93.8166
70.188.239.115,Cox Communications,Pensacola,US,30.3615,-87.3377
85.31.138.203,Classroom 2000,Lisburn,GB,54.5223,-6.0071
94.174.63.154,Virgin Media,Slough,GB,51.5,-0.5833
67.174.192.212,Comcast Cable,Rohnert Park,US,38.3433,-122.7041
194.132.131.19,Resilans AB,Trelleborg,SE,55.3667,13.1667
205.221.150.3,Iowa Communications Network,Washington,US,41.3073,-91.7443
50.206.47.70,Comcast Cable,Franklin,US,42.0876,-71.4073
69.122.249.4,Optimum Online,Wharton,US,40.9374,-74.5836
171.33.195.147,London Grid for Learning Trust,London,GB,51.5144,-0.0941
72.205.169.17,Cox Communications,Chalmette,US,29.9566,-89.9642
192.102.42.104,Elisa Oyj,JyvÃ¤skylÃ¤,FI,62.2333,25.7333
220.255.2.178,SingNet Pte Ltd,Singapore,SG,1.2931,103.8558
73.187.9.143,Comcast Cable,Lancaster,US,40.0754,-76.3189
68.9.135.8,Cox Communications,Manchester,US,41.7759,-72.5215
75.22.50.183,AT&T Internet Services,Huntington Beach,US,33.6653,-117.9718
179.191.208.232,Vm Openlink,Leopoldina,BR,-21.5333,-42.6333
95.158.49.181,Company with additional responsibility Company BES,Kiev,UA,50.4333,30.5167
72.10.96.72,State of Connecticut,East Hartford,US,41.7448,-72.6121
107.221.89.58,AT&T U-verse,Oak Ridge,US,35.9724,-84.2904
65.5.128.21,AT&T Internet Services,Boca Raton,US,26.3457,-80.1153
72.199.232.81,Cox Communications,San Marcos,US,33.1176,-117.165
113.207.56.71,China Unicom Liaoning,Chongqing,CN,29.5628,106.5528
178.137.92.19,Kyivstar PJSC,Lviv,UA,49.8407,24.0305
78.98.89.104,Slovak Telecom,,SK,48.6667,19.5
96.48.225.235,Shaw Communications,Surrey,CA,49.1364,-122.8213
50.143.5.194,Comcast Cable,Miami,US,25.7829,-80.2395
188.158.40.101,Neda Gostar Saba Data Transfer Company Private Joi,Karaj,IR,35.8355,51.0103
173.238.187.153,Cogeco Cable,Niagara Falls,CA,43.0696,-79.0818
91.207.4.58,PP Andrey Kiselev,,PL,52.2333,21.0167
78.181.100.79,Turk Telekom,Istanbul,TR,41.007,28.9718
180.191.173.161,Globe Telecom,Makati City,PH,14.5501,121.036
108.173.72.6,Telus Communications,,CA,43.6425,-79.3872
111.252.35.40,HiNet,Taichung,TW,24.1433,120.6814
98.248.56.39,Comcast Cable,San Jose,US,37.2362,-121.8289
188.26.226.105,RCS & RDS,Bucharest,RO,44.4186,26.0622
204.100.222.26,Riverside County Office of Education,Perris,US,33.8386,-117.2032
140.198.144.6,Maricopa County Community College District,Tempe,US,33.4357,-111.9171
93.233.108.139,Deutsche Telekom AG,Munich,DE,48.1226,11.6035
65.52.0.29,Microsoft Corporation,Chicago,US,41.85,-87.65
54.196.186.24,Amazon Technologies,Ashburn,US,39.018,-77.539
66.249.90.15,Google,Mountain View,US,37.4192,-122.0574
46.118.153.165,Kyivstar PJSC,Lviv,UA,49.8407,24.0305
205.201.197.148,"privateI, LLC",Farmington,US,36.4714,-108.251
199.43.179.254,Dufferin-Peel Catholic District School Board,Mississauga,CA,43.606,-79.6708
122.224.249.122,China Telecom,Hangzhou,CN,30.2936,120.1614
174.131.183.169,Windstream Communications,Hiawassee,US,34.8915,-83.6861
105.208.84.70,MTN Business Solutions,Johannesburg,ZA,-26.1667,28.15
174.89.207.86,Bell Canada,Sainte-Julie,CA,45.5834,-73.3325
120.52.73.3,China Unicom Cloud Data Company Limited,Beijing,CN,39.9289,116.3883
189.0.189.170,Vivo,,BR,-23.5477,-46.6358
118.167.162.83,HiNet,Taipei,TW,25.0392,121.525
14.99.157.172,Tata Indicom,,IN,20,77
46.188.125.20,2COM Co,Moscow,RU,55.7522,37.6156
76.102.85.21,Comcast Cable,Albany,US,37.8895,-122.2947
198.236.121.1,Multnomah Education Service District,Portland,US,45.5774,-122.6208
168.99.81.20,Washington State K-20 Telecommunications Network,Shelton,US,47.2389,-123.2061
98.168.191.183,Cox Communications,Oklahoma City,US,35.4605,-97.3974
121.79.212.4,InSPire Net,Palmerston North,NZ,-40.3691,175.6288
99.13.4.108,AT&T U-verse,,US,37.751,-97.822
73.139.105.154,Comcast Cable,Miami,US,25.8923,-80.2098
38.99.85.2,Cogent Communications,San Jose,US,37.3394,-121.895
38.99.85.3,Cogent Communications,San Jose,US,37.3394,-121.895
38.99.85.1,Cogent Communications,San Jose,US,37.3394,-121.895
38.99.85.6,Cogent Communications,San Jose,US,37.3394,-121.895
38.99.85.7,Cogent Communications,San Jose,US,37.3394,-121.895
38.99.85.4,Cogent Communications,San Jose,US,37.3394,-121.895
38.99.85.5,Cogent Communications,San Jose,US,37.3394,-121.895
86.172.99.184,BT,Nelson,GB,53.8333,-2.2
38.99.85.8,Cogent Communications,San Jose,US,37.3394,-121.895
77.253.34.20,Netia SA,Bytom,PL,50.348,18.9328
123.234.8.36,China Unicom Liaoning,Jinan,CN,36.6683,116.9972
74.57.182.75,Videotron Ltee,Gatineau,CA,45.44,-75.7119
204.108.117.245,Los Angeles Unified School District,Los Angeles,US,34.0764,-118.2626
65.92.103.46,Bell Canada,Windsor,CA,42.2767,-83.0793
162.197.212.73,AT&T U-verse,Sunnyvale,US,37.3697,-122.0214
50.131.44.116,Comcast Cable,Sunnyvale,US,37.3697,-122.0214
200.91.139.230,Grupo ICE,San JosÃ©,CR,9.9333,-84.0833
183.129.134.226,China Telecom,Hangzhou,CN,30.2936,120.1614
205.173.168.1,Windstream Communications,State College,US,40.7849,-77.847
169.139.0.11,Broward County Public Schools,Hollywood,US,26.0206,-80.2444
115.132.82.51,TM Net,Kuala Lumpur,MY,3.1317,101.6707
168.169.225.93,Erie 1 BOCES,Buffalo,US,42.9864,-78.7279
86.183.64.245,BT,London,GB,51.5144,-0.0941
23.20.69.31,Amazon.com,Ashburn,US,39.018,-77.539
75.149.204.141,Comcast Business Communications,Elk Grove Village,US,42.0152,-87.9901
133.130.98.204,"GMO Internet,Inc",,JP,35.69,139.69
54.242.236.83,Amazon Technologies,Ashburn,US,39.018,-77.539
190.215.7.56,Gtd Internet S.A.,Santiago,CL,-33.45,-70.6667
2.125.177.75,Sky Broadband,Hayes,GB,51.5158,-0.4234
83.70.68.57,Eircom,,IE,53.3478,-6.2597
206.15.252.222,"California State University, Office of the Chancel",Sacramento,US,38.6164,-121.4962
107.195.90.109,AT&T U-verse,Brunswick,US,31.3147,-81.5222
201.103.170.52,Telmex,Colonia Mexico,MX,19.4342,-99.1386
156.3.74.61,Los Angeles County Office of Education,Alhambra,US,34.0905,-118.1344
151.88.22.9,"Fiat Information Technology, Excellence and Method",Turin,IT,45.0705,7.6868
167.102.162.59,networkMaryland,La Plata,US,38.5163,-77.0154
1.247.109.122,SK Broadband,,KR,37.57,126.98
82.76.87.136,RCS & RDS,Lugoj,RO,45.6886,21.9031
99.250.141.22,Rogers Cable,Newmarket,CA,44.0396,-79.4715
186.30.92.83,ETB,,CO,4.5981,-74.0758
62.210.152.149,Dedibox SAS,Paris,FR,48.8667,2.3333
152.22.0.223,North Carolina Research and Education Network,Bethania,US,36.1824,-80.3381
185.14.187.136,Digital Ocean,Amsterdam,NL,52.35,4.9167
152.22.0.227,North Carolina Research and Education Network,Bethania,US,36.1824,-80.3381
80.203.19.94,NextGenTel,Oslo,NO,59.9127,10.7461
